rbp_id	species	gene_id	transcript_id	chromosome	start	end	strand	site_center	source_file	evidence_type	raw_score	notes
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009072	3009073	+	3009073	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	12.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009073	3009074	+	3009074	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	50.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009074	3009075	+	3009075	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	19.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009075	3009076	+	3009076	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	11.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009076	3009077	+	3009077	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009078	3009079	+	3009079	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009118	3009119	+	3009119	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009120	3009121	+	3009121	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	17.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009121	3009122	+	3009122	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009130	3009131	+	3009131	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009520	3009521	+	3009521	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009526	3009527	+	3009527	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009529	3009530	+	3009530	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009530	3009531	+	3009531	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009759	3009760	+	3009760	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009760	3009761	+	3009761	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	11.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009761	3009762	+	3009762	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	14.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009764	3009765	+	3009765	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	18.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009765	3009766	+	3009766	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	15.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009767	3009768	+	3009768	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009768	3009769	+	3009769	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009770	3009771	+	3009771	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	12.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009772	3009773	+	3009773	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009773	3009774	+	3009774	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	17.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009774	3009775	+	3009775	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009775	3009776	+	3009776	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009777	3009778	+	3009778	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	13.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009778	3009779	+	3009779	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009779	3009780	+	3009780	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009788	3009789	+	3009789	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	2.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009789	3009790	+	3009790	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009790	3009791	+	3009791	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	12.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009792	3009793	+	3009793	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	7.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009793	3009794	+	3009794	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	10.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009795	3009796	+	3009796	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	10.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009796	3009797	+	3009797	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009797	3009798	+	3009798	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009798	3009799	+	3009799	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009800	3009801	+	3009801	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09310	AT1G09310.1	1	3009801	3009802	+	3009802	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015450	3015451	+	3015451	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015507	3015508	+	3015508	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	11.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015508	3015509	+	3015509	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015510	3015511	+	3015511	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015512	3015513	+	3015513	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	8.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015514	3015515	+	3015515	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015516	3015517	+	3015517	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015521	3015522	+	3015522	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	8.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015523	3015524	+	3015524	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	9.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015528	3015529	+	3015529	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015529	3015530	+	3015530	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015531	3015532	+	3015532	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	7.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015532	3015533	+	3015533	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	3.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015533	3015534	+	3015534	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015537	3015538	+	3015538	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	6.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015538	3015539	+	3015539	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	5.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3015542	3015543	+	3015543	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
AtGRP7	Arabidopsis thaliana	AT1G09340	AT1G09340.1	1	3016322	3016323	+	3016323	08_embeddings/plant_rbp_extended_query_fasta/target_experimental_data/AtGRP7/GSE99427_iCLIP/GSE99427_significant_crosslinks.tar.gz.extracted/7GFPLL24.prom.bed	iCLIP reproducible binding site BED (0-based BED)	4.0	coordinate_system=0-based BED; sample=7GFPLL24.prom.bed
