embedding_row	protein_id	rbp_name	species_abbrev	protein_acc	protein_length	embedding_dim	model	esm_layer	max_aa_len_per_chunk	n_chunks	fasta_header
164	SLBP|HUMAN|Q14493	SLBP	HUMAN	Q14493	270	1280	esm2_t33_650M_UR50D	33	1022	1	>SLBP|HUMAN|requested=Q14493|resolved=Q14493 sp|Q14493|SLBP_HUMAN Histone RNA hairpin-binding protein OS=Homo sapiens OX=9606 GN=SLBP PE=1 SV=1
165	SLTM|HUMAN|Q9NWH9	SLTM	HUMAN	Q9NWH9	1034	1280	esm2_t33_650M_UR50D	33	1022	2	>SLTM|HUMAN|requested=Q9NWH9|resolved=Q9NWH9 sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2
166	SMN|HUMAN|P63162	SMN	HUMAN	P63162	240	1280	esm2_t33_650M_UR50D	33	1022	1	>SMN|HUMAN|requested=P63162|resolved=P63162 sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1
167	SMNDC1|HUMAN|O75940	SMNDC1	HUMAN	O75940	238	1280	esm2_t33_650M_UR50D	33	1022	1	>SMNDC1|HUMAN|requested=O75940|resolved=O75940 sp|O75940|SPF30_HUMAN Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1
168	SND1|HUMAN|Q7KZF4	SND1	HUMAN	Q7KZF4	910	1280	esm2_t33_650M_UR50D	33	1022	1	>SND1|HUMAN|requested=Q7KZF4|resolved=Q7KZF4 sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1
169	SRRM4|HUMAN|A7MD48	SRRM4	HUMAN	A7MD48	611	1280	esm2_t33_650M_UR50D	33	1022	1	>SRRM4|HUMAN|requested=A7MD48|resolved=A7MD48 sp|A7MD48|SRRM4_HUMAN Serine/arginine repetitive matrix protein 4 OS=Homo sapiens OX=9606 GN=SRRM4 PE=1 SV=2
170	SRSF1|HUMAN|Q07955	SRSF1	HUMAN	Q07955	248	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF1|HUMAN|requested=Q07955|resolved=Q07955 sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2
171	SRSF10|HUMAN|O75494	SRSF10	HUMAN	O75494	262	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF10|HUMAN|requested=O75494|resolved=O75494 sp|O75494|SRS10_HUMAN Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1
172	SRSF3|HUMAN|P84103	SRSF3	HUMAN	P84103	164	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF3|HUMAN|requested=P84103|resolved=P84103 sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1
173	SRSF7|HUMAN|Q16629	SRSF7	HUMAN	Q16629	238	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF7|HUMAN|requested=Q16629|resolved=Q16629 sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1
174	SRSF9|HUMAN|Q13242	SRSF9	HUMAN	Q13242	221	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF9|HUMAN|requested=Q13242|resolved=Q13242 sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1
175	SSB|HUMAN|P05455	SSB	HUMAN	P05455	408	1280	esm2_t33_650M_UR50D	33	1022	1	>SSB|HUMAN|requested=P05455|resolved=P05455 sp|P05455|LA_HUMAN Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2
176	STAU1|HUMAN|O95793	STAU1	HUMAN	O95793	577	1280	esm2_t33_650M_UR50D	33	1022	1	>STAU1|HUMAN|requested=O95793|resolved=O95793 sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2
177	STAU2|HUMAN|Q9NUL3	STAU2	HUMAN	Q9NUL3	570	1280	esm2_t33_650M_UR50D	33	1022	1	>STAU2|HUMAN|requested=Q9NUL3|resolved=Q9NUL3 sp|Q9NUL3|STAU2_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2
178	SUB1|HUMAN|P53999	SUB1	HUMAN	P53999	127	1280	esm2_t33_650M_UR50D	33	1022	1	>SUB1|HUMAN|requested=P53999|resolved=P53999 sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3
179	SUGP2|HUMAN|Q8IX01	SUGP2	HUMAN	Q8IX01	1082	1280	esm2_t33_650M_UR50D	33	1022	2	>SUGP2|HUMAN|requested=Q8IX01|resolved=Q8IX01 sp|Q8IX01|SUGP2_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2
180	SUPV3L1|HUMAN|Q8IYB8	SUPV3L1	HUMAN	Q8IYB8	786	1280	esm2_t33_650M_UR50D	33	1022	1	>SUPV3L1|HUMAN|requested=Q8IYB8|resolved=Q8IYB8 sp|Q8IYB8|SUV3_HUMAN ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens OX=9606 GN=SUPV3L1 PE=1 SV=1
181	TAF15|HUMAN|Q92804	TAF15	HUMAN	Q92804	592	1280	esm2_t33_650M_UR50D	33	1022	1	>TAF15|HUMAN|requested=Q92804|resolved=Q92804 sp|Q92804|RBP56_HUMAN TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1
182	TARBP2|HUMAN|Q15633	TARBP2	HUMAN	Q15633	366	1280	esm2_t33_650M_UR50D	33	1022	1	>TARBP2|HUMAN|requested=Q15633|resolved=Q15633 sp|Q15633|TRBP2_HUMAN RISC-loading complex subunit TARBP2 OS=Homo sapiens OX=9606 GN=TARBP2 PE=1 SV=3
183	TARDBP|HUMAN|Q13148	TARDBP	HUMAN	Q13148	414	1280	esm2_t33_650M_UR50D	33	1022	1	>TARDBP|HUMAN|requested=Q13148|resolved=Q13148 sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1
184	TBRG4|HUMAN|Q969Z0	TBRG4	HUMAN	Q969Z0	631	1280	esm2_t33_650M_UR50D	33	1022	1	>TBRG4|HUMAN|requested=Q969Z0|resolved=Q969Z0 sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1
185	TDP43|HUMAN|Q13148	TDP43	HUMAN	Q13148	414	1280	esm2_t33_650M_UR50D	33	1022	1	>TDP43|HUMAN|requested=Q13148|resolved=Q13148 sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1
186	TIA1|HUMAN|P31483	TIA1	HUMAN	P31483	386	1280	esm2_t33_650M_UR50D	33	1022	1	>TIA1|HUMAN|requested=P31483|resolved=P31483 sp|P31483|TIA1_HUMAN Cytotoxic granule associated RNA binding protein TIA1 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3
187	TIAL1|HUMAN|Q01085	TIAL1	HUMAN	Q01085	375	1280	esm2_t33_650M_UR50D	33	1022	1	>TIAL1|HUMAN|requested=Q01085|resolved=Q01085 sp|Q01085|TIAR_HUMAN Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1
188	TNRC6A|HUMAN|Q8NDV7	TNRC6A	HUMAN	Q8NDV7	1962	1280	esm2_t33_650M_UR50D	33	1022	2	>TNRC6A|HUMAN|requested=Q8NDV7|resolved=Q8NDV7 sp|Q8NDV7|TNR6A_HUMAN Trinucleotide repeat-containing gene 6A protein OS=Homo sapiens OX=9606 GN=TNRC6A PE=1 SV=2
189	TNRC6B|HUMAN|Q9UPQ9	TNRC6B	HUMAN	Q9UPQ9	1833	1280	esm2_t33_650M_UR50D	33	1022	2	>TNRC6B|HUMAN|requested=Q9UPQ9|resolved=Q9UPQ9 sp|Q9UPQ9|TNR6B_HUMAN Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens OX=9606 GN=TNRC6B PE=1 SV=4
190	TNRC6C|HUMAN|Q9HCJ0	TNRC6C	HUMAN	Q9HCJ0	1936	1280	esm2_t33_650M_UR50D	33	1022	2	>TNRC6C|HUMAN|requested=Q9HCJ0|resolved=Q9HCJ0 sp|Q9HCJ0|TNR6C_HUMAN Trinucleotide repeat-containing gene 6C protein OS=Homo sapiens OX=9606 GN=TNRC6C PE=1 SV=4
191	TRA2A|HUMAN|Q13595	TRA2A	HUMAN	Q13595	282	1280	esm2_t33_650M_UR50D	33	1022	1	>TRA2A|HUMAN|requested=Q13595|resolved=Q13595 sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1
192	TROVE2|HUMAN|P10155	TROVE2	HUMAN	P10155	538	1280	esm2_t33_650M_UR50D	33	1022	1	>TROVE2|HUMAN|requested=P10155|resolved=P10155 sp|P10155|RO60_HUMAN RNA-binding protein RO60 OS=Homo sapiens OX=9606 GN=RO60 PE=1 SV=2
193	U2AF1|HUMAN|Q01081	U2AF1	HUMAN	Q01081	240	1280	esm2_t33_650M_UR50D	33	1022	1	>U2AF1|HUMAN|requested=Q01081|resolved=Q01081 sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3
194	U2AF2|HUMAN|P26368	U2AF2	HUMAN	P26368	475	1280	esm2_t33_650M_UR50D	33	1022	1	>U2AF2|HUMAN|requested=P26368|resolved=P26368 sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4
195	U2AF65|HUMAN|P26368	U2AF65	HUMAN	P26368	475	1280	esm2_t33_650M_UR50D	33	1022	1	>U2AF65|HUMAN|requested=P26368|resolved=P26368 sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4
196	UCHL5|HUMAN|Q9Y5K5	UCHL5	HUMAN	Q9Y5K5	329	1280	esm2_t33_650M_UR50D	33	1022	1	>UCHL5|HUMAN|requested=Q9Y5K5|resolved=Q9Y5K5 sp|Q9Y5K5|UCHL5_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3
197	UNR|HUMAN|O75534	UNR	HUMAN	O75534	798	1280	esm2_t33_650M_UR50D	33	1022	1	>UNR|HUMAN|requested=UNR|resolved=O75534 sp|O75534|CSDE1_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2
198	UPF1|HUMAN|Q92900	UPF1	HUMAN	Q92900	1129	1280	esm2_t33_650M_UR50D	33	1022	2	>UPF1|HUMAN|requested=Q92900|resolved=Q92900 sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2
199	UTP18|HUMAN|Q9Y5J1	UTP18	HUMAN	Q9Y5J1	556	1280	esm2_t33_650M_UR50D	33	1022	1	>UTP18|HUMAN|requested=Q9Y5J1|resolved=Q9Y5J1 sp|Q9Y5J1|UTP18_HUMAN U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=UTP18 PE=1 SV=3
200	UTP3|HUMAN|Q9NQZ2	UTP3	HUMAN	Q9NQZ2	479	1280	esm2_t33_650M_UR50D	33	1022	1	>UTP3|HUMAN|requested=Q9NQZ2|resolved=Q9NQZ2 sp|Q9NQZ2|SAS10_HUMAN Something about silencing protein 10 OS=Homo sapiens OX=9606 GN=UTP3 PE=1 SV=1
201	WDR3|HUMAN|Q9UNX4	WDR3	HUMAN	Q9UNX4	943	1280	esm2_t33_650M_UR50D	33	1022	1	>WDR3|HUMAN|requested=Q9UNX4|resolved=Q9UNX4 sp|Q9UNX4|WDR3_HUMAN WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1
202	WDR33|HUMAN|Q9C0J8	WDR33	HUMAN	Q9C0J8	1336	1280	esm2_t33_650M_UR50D	33	1022	2	>WDR33|HUMAN|requested=Q9C0J8|resolved=Q9C0J8 sp|Q9C0J8|WDR33_HUMAN pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens OX=9606 GN=WDR33 PE=1 SV=2
203	WDR43|HUMAN|Q15061	WDR43	HUMAN	Q15061	677	1280	esm2_t33_650M_UR50D	33	1022	1	>WDR43|HUMAN|requested=Q15061|resolved=Q15061 sp|Q15061|WDR43_HUMAN WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3
204	WRN|HUMAN|Q14191	WRN	HUMAN	Q14191	1432	1280	esm2_t33_650M_UR50D	33	1022	2	>WRN|HUMAN|requested=Q14191|resolved=Q14191 sp|Q14191|WRN_HUMAN Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN OS=Homo sapiens OX=9606 GN=WRN PE=1 SV=2
205	WTAP|HUMAN|Q15007	WTAP	HUMAN	Q15007	396	1280	esm2_t33_650M_UR50D	33	1022	1	>WTAP|HUMAN|requested=Q15007|resolved=Q15007 sp|Q15007|FL2D_HUMAN Pre-mRNA-splicing regulator WTAP OS=Homo sapiens OX=9606 GN=WTAP PE=1 SV=2
206	XPO5|HUMAN|Q9HAV4	XPO5	HUMAN	Q9HAV4	1204	1280	esm2_t33_650M_UR50D	33	1022	2	>XPO5|HUMAN|requested=Q9HAV4|resolved=Q9HAV4 sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens OX=9606 GN=XPO5 PE=1 SV=1
207	XRCC6|HUMAN|P12956	XRCC6	HUMAN	P12956	609	1280	esm2_t33_650M_UR50D	33	1022	1	>XRCC6|HUMAN|requested=P12956|resolved=P12956 sp|P12956|XRCC6_HUMAN DNA repair protein Ku70 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2
208	XRN2|HUMAN|Q9H0D6	XRN2	HUMAN	Q9H0D6	950	1280	esm2_t33_650M_UR50D	33	1022	1	>XRN2|HUMAN|requested=Q9H0D6|resolved=Q9H0D6 sp|Q9H0D6|XRN2_HUMAN 5'-3' exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1
209	YBX3|HUMAN|P16989	YBX3	HUMAN	P16989	372	1280	esm2_t33_650M_UR50D	33	1022	1	>YBX3|HUMAN|requested=P16989|resolved=P16989 sp|P16989|YBOX3_HUMAN Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4
210	YTHDC1|HUMAN|Q96MU7	YTHDC1	HUMAN	Q96MU7	727	1280	esm2_t33_650M_UR50D	33	1022	1	>YTHDC1|HUMAN|requested=Q96MU7|resolved=Q96MU7 sp|Q96MU7|YTDC1_HUMAN YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=3
211	YTHDC2|HUMAN|Q9H6S0	YTHDC2	HUMAN	Q9H6S0	1430	1280	esm2_t33_650M_UR50D	33	1022	2	>YTHDC2|HUMAN|requested=Q9H6S0|resolved=Q9H6S0 sp|Q9H6S0|YTDC2_HUMAN 3'-5' RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2
212	YTHDF1|HUMAN|Q9BYJ9	YTHDF1	HUMAN	Q9BYJ9	559	1280	esm2_t33_650M_UR50D	33	1022	1	>YTHDF1|HUMAN|requested=Q9BYJ9|resolved=Q9BYJ9 sp|Q9BYJ9|YTHD1_HUMAN YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1
213	YTHDF2|HUMAN|Q9Y5A9	YTHDF2	HUMAN	Q9Y5A9	579	1280	esm2_t33_650M_UR50D	33	1022	1	>YTHDF2|HUMAN|requested=Q9Y5A9|resolved=Q9Y5A9 sp|Q9Y5A9|YTHD2_HUMAN YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2
214	YTHDF3|HUMAN|Q7Z739	YTHDF3	HUMAN	Q7Z739	585	1280	esm2_t33_650M_UR50D	33	1022	1	>YTHDF3|HUMAN|requested=Q7Z739|resolved=Q7Z739 sp|Q7Z739|YTHD3_HUMAN YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1
215	YWHAG|HUMAN|P61981	YWHAG	HUMAN	P61981	247	1280	esm2_t33_650M_UR50D	33	1022	1	>YWHAG|HUMAN|requested=P61981|resolved=P61981 sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2
216	ZC3H11A|HUMAN|O75152	ZC3H11A	HUMAN	O75152	810	1280	esm2_t33_650M_UR50D	33	1022	1	>ZC3H11A|HUMAN|requested=O75152|resolved=O75152 sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3
217	ZC3H7B|HUMAN|Q9UGR2	ZC3H7B	HUMAN	Q9UGR2	977	1280	esm2_t33_650M_UR50D	33	1022	1	>ZC3H7B|HUMAN|requested=Q9UGR2|resolved=Q9UGR2 sp|Q9UGR2|Z3H7B_HUMAN Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens OX=9606 GN=ZC3H7B PE=1 SV=2
218	ZC3H8|HUMAN|Q8N5P1	ZC3H8	HUMAN	Q8N5P1	291	1280	esm2_t33_650M_UR50D	33	1022	1	>ZC3H8|HUMAN|requested=Q8N5P1|resolved=Q8N5P1 sp|Q8N5P1|ZC3H8_HUMAN Zinc finger CCCH domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZC3H8 PE=1 SV=2
219	ZNF622|HUMAN|Q969S3	ZNF622	HUMAN	Q969S3	477	1280	esm2_t33_650M_UR50D	33	1022	1	>ZNF622|HUMAN|requested=Q969S3|resolved=Q969S3 sp|Q969S3|ZN622_HUMAN Cytoplasmic 60S subunit biogenesis factor ZNF622 OS=Homo sapiens OX=9606 GN=ZNF622 PE=1 SV=1
220	ZNF800|HUMAN|Q2TB10	ZNF800	HUMAN	Q2TB10	664	1280	esm2_t33_650M_UR50D	33	1022	1	>ZNF800|HUMAN|requested=Q2TB10|resolved=Q2TB10 sp|Q2TB10|ZN800_HUMAN Zinc finger protein 800 OS=Homo sapiens OX=9606 GN=ZNF800 PE=1 SV=1
221	ZRANB2|HUMAN|O95218	ZRANB2	HUMAN	O95218	330	1280	esm2_t33_650M_UR50D	33	1022	1	>ZRANB2|HUMAN|requested=O95218|resolved=O95218 sp|O95218|ZRAB2_HUMAN Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2
222	AGO2|MOUSE|Q8CJG0	AGO2	MOUSE	Q8CJG0	860	1280	esm2_t33_650M_UR50D	33	1022	1	>AGO2|MOUSE|requested=Q8CJG0|resolved=Q8CJG0 sp|Q8CJG0|AGO2_MOUSE Protein argonaute-2 OS=Mus musculus OX=10090 GN=Ago2 PE=1 SV=3
223	APC|MOUSE|Q61315	APC	MOUSE	Q61315	2845	1280	esm2_t33_650M_UR50D	33	1022	3	>APC|MOUSE|requested=APC|resolved=Q61315 sp|Q61315|APC_MOUSE Adenomatous polyposis coli protein OS=Mus musculus OX=10090 GN=Apc PE=1 SV=1
224	CELF1|MOUSE|P28659	CELF1	MOUSE	P28659	486	1280	esm2_t33_650M_UR50D	33	1022	1	>CELF1|MOUSE|requested=CELF1|resolved=P28659 sp|P28659|CELF1_MOUSE CUGBP Elav-like family member 1 OS=Mus musculus OX=10090 GN=Celf1 PE=1 SV=2
225	CELF2|MOUSE|Q9Z0H4	CELF2	MOUSE	Q9Z0H4	508	1280	esm2_t33_650M_UR50D	33	1022	1	>CELF2|MOUSE|requested=Q9Z0H4|resolved=Q9Z0H4 sp|Q9Z0H4|CELF2_MOUSE CUGBP Elav-like family member 2 OS=Mus musculus OX=10090 GN=Celf2 PE=1 SV=1
226	CELF4|MOUSE|Q7TSY6	CELF4	MOUSE	Q7TSY6	486	1280	esm2_t33_650M_UR50D	33	1022	1	>CELF4|MOUSE|requested=CELF4|resolved=Q7TSY6 sp|Q7TSY6|CELF4_MOUSE CUGBP Elav-like family member 4 OS=Mus musculus OX=10090 GN=Celf4 PE=1 SV=2
227	CIRBP|MOUSE|P60824	CIRBP	MOUSE	P60824	172	1280	esm2_t33_650M_UR50D	33	1022	1	>CIRBP|MOUSE|requested=CIRBP|resolved=P60824 sp|P60824|CIRBP_MOUSE Cold-inducible RNA-binding protein OS=Mus musculus OX=10090 GN=Cirbp PE=1 SV=1
228	CPSF6|MOUSE|Q6NVF9	CPSF6	MOUSE	Q6NVF9	551	1280	esm2_t33_650M_UR50D	33	1022	1	>CPSF6|MOUSE|requested=Q6NVF9|resolved=Q6NVF9 sp|Q6NVF9|CPSF6_MOUSE Cleavage and polyadenylation specificity factor subunit 6 OS=Mus musculus OX=10090 GN=Cpsf6 PE=1 SV=1
229	CREBBP|MOUSE|P45481	CREBBP	MOUSE	P45481	2441	1280	esm2_t33_650M_UR50D	33	1022	3	>CREBBP|MOUSE|requested=CREBBP|resolved=P45481 sp|P45481|CBP_MOUSE Histone lysine acetyltransferase CREBBP OS=Mus musculus OX=10090 GN=Crebbp PE=1 SV=3
230	ELAVL1|MOUSE|P70372	ELAVL1	MOUSE	P70372	326	1280	esm2_t33_650M_UR50D	33	1022	1	>ELAVL1|MOUSE|requested=P70372|resolved=P70372 sp|P70372|ELAV1_MOUSE ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2
231	EZH2|MOUSE|Q61188	EZH2	MOUSE	Q61188	746	1280	esm2_t33_650M_UR50D	33	1022	1	>EZH2|MOUSE|requested=Q61188|resolved=Q61188 sp|Q61188|EZH2_MOUSE Histone-lysine N-methyltransferase EZH2 OS=Mus musculus OX=10090 GN=Ezh2 PE=1 SV=2
232	FAM120A|MOUSE|Q6A0A9	FAM120A	MOUSE	Q6A0A9	1112	1280	esm2_t33_650M_UR50D	33	1022	2	>FAM120A|MOUSE|requested=Q6A0A9|resolved=Q6A0A9 sp|Q6A0A9|F120A_MOUSE Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus OX=10090 GN=FAM120A PE=1 SV=2
233	FUS|MOUSE|P56959	FUS	MOUSE	P56959	518	1280	esm2_t33_650M_UR50D	33	1022	1	>FUS|MOUSE|requested=P56959|resolved=P56959 sp|P56959|FUS_MOUSE RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1
234	HNRNPR|MOUSE|Q8VHM5	HNRNPR	MOUSE	Q8VHM5	632	1280	esm2_t33_650M_UR50D	33	1022	1	>HNRNPR|MOUSE|requested=HNRNPR|resolved=Q8VHM5 tr|Q8VHM5|Q8VHM5_MOUSE Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Hnrnpr PE=1 SV=1
235	LIN28A|MOUSE|Q8K3Y3	LIN28A	MOUSE	Q8K3Y3	209	1280	esm2_t33_650M_UR50D	33	1022	1	>LIN28A|MOUSE|requested=Q8K3Y3|resolved=Q8K3Y3 sp|Q8K3Y3|LN28A_MOUSE Protein lin-28 homolog A OS=Mus musculus OX=10090 GN=Lin28a PE=1 SV=1
236	MBNL1|MOUSE|Q9JKP5	MBNL1	MOUSE	Q9JKP5	341	1280	esm2_t33_650M_UR50D	33	1022	1	>MBNL1|MOUSE|requested=MBNL1|resolved=Q9JKP5 sp|Q9JKP5|MBNL1_MOUSE Muscleblind-like protein 1 OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1
237	MBNL2|MOUSE|Q8C181	MBNL2	MOUSE	Q8C181	373	1280	esm2_t33_650M_UR50D	33	1022	1	>MBNL2|MOUSE|requested=Q8C181|resolved=Q8C181 sp|Q8C181|MBNL2_MOUSE Muscleblind-like protein 2 OS=Mus musculus OX=10090 GN=Mbnl2 PE=2 SV=2
238	MSI2|MOUSE|Q920Q6	MSI2	MOUSE	Q920Q6	346	1280	esm2_t33_650M_UR50D	33	1022	1	>MSI2|MOUSE|requested=MSI2|resolved=Q920Q6 sp|Q920Q6|MSI2H_MOUSE RNA-binding protein Musashi homolog 2 OS=Mus musculus OX=10090 GN=Msi2 PE=1 SV=1
239	NOVA1|MOUSE|Q9JKN6	NOVA1	MOUSE	Q9JKN6	507	1280	esm2_t33_650M_UR50D	33	1022	1	>NOVA1|MOUSE|requested=NOVA1|resolved=Q9JKN6 sp|Q9JKN6|NOVA1_MOUSE RNA-binding protein Nova-1 OS=Mus musculus OX=10090 GN=Nova1 PE=1 SV=2
240	NOVA2|MOUSE|A0A1W2P872	NOVA2	MOUSE	A0A1W2P872	492	1280	esm2_t33_650M_UR50D	33	1022	1	>NOVA2|MOUSE|requested=NOVA2|resolved=A0A1W2P872 sp|A0A1W2P872|NOVA2_MOUSE RNA-binding protein Nova-2 OS=Mus musculus OX=10090 GN=Nova2 PE=1 SV=1
241	PABPC1|MOUSE|P29341	PABPC1	MOUSE	P29341	636	1280	esm2_t33_650M_UR50D	33	1022	1	>PABPC1|MOUSE|requested=PABPC1|resolved=P29341 sp|P29341|PABP1_MOUSE Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2
242	POU5F1|MOUSE|P20263	POU5F1	MOUSE	P20263	352	1280	esm2_t33_650M_UR50D	33	1022	1	>POU5F1|MOUSE|requested=POU5F1|resolved=P20263 sp|P20263|PO5F1_MOUSE POU domain, class 5, transcription factor 1 OS=Mus musculus OX=10090 GN=Pou5f1 PE=1 SV=1
243	PTBP1|MOUSE|P17225	PTBP1	MOUSE	P17225	555	1280	esm2_t33_650M_UR50D	33	1022	1	>PTBP1|MOUSE|requested=P17225|resolved=P17225 sp|P17225|PTBP1_MOUSE Polypyrimidine tract-binding protein 1 OS=Mus musculus OX=10090 GN=Ptbp1 PE=1 SV=3
244	PTBP2|MOUSE|Q91Z31	PTBP2	MOUSE	Q91Z31	531	1280	esm2_t33_650M_UR50D	33	1022	1	>PTBP2|MOUSE|requested=PTBP2|resolved=Q91Z31 sp|Q91Z31|PTBP2_MOUSE Polypyrimidine tract-binding protein 2 OS=Mus musculus OX=10090 GN=Ptbp2 PE=1 SV=2
245	RBFOX1|MOUSE|Q9JJ43	RBFOX1	MOUSE	Q9JJ43	396	1280	esm2_t33_650M_UR50D	33	1022	1	>RBFOX1|MOUSE|requested=Q9JJ43|resolved=Q9JJ43 sp|Q9JJ43|RFOX1_MOUSE RNA binding protein fox-1 homolog 1 OS=Mus musculus OX=10090 GN=Rbfox1 PE=1 SV=3
